CM113534.1	6774581	6794581	1	20000	+
CM113547.1	17988891	18008891	2	20000	-
CM113529.1	11898058	11918058	3	20000	-
CM113546.1	11971244	11991244	4	20000	+
CM113543.1	16557996	16577996	5	20000	+
CM113544.1	5102475	5122475	6	20000	+
CM113544.1	12060864	12080864	7	20000	-
CM113545.1	1102916	1122916	8	20000	+
CM113545.1	4524227	4544227	9	20000	-
CM113530.1	34890963	34910963	10	20000	+
CM113528.1	17912090	17932090	11	20000	+
CM113545.1	7966999	7986999	12	20000	+
CM113540.1	89136	109136	13	20000	+
CM113539.1	3486383	3506383	14	20000	-
CM113533.1	8190927	8210927	15	20000	+
CM113532.1	2116005	2136005	16	20000	+
CM113547.1	6504212	6524212	17	20000	-
CM113530.1	33076187	33096187	18	20000	+
CM113542.1	2935462	2955462	19	20000	+
CM113530.1	30041511	30061511	20	20000	-
CM113542.1	7856888	7876888	21	20000	-
CM113531.1	10894054	10914054	22	20000	+
CM113535.1	17912467	17932467	23	20000	+
CM113532.1	251918	271918	24	20000	-
CM113538.1	18317669	18337669	25	20000	+
CM113528.1	21408039	21428039	26	20000	-
CM113536.1	4404002	4424002	27	20000	+
CM113529.1	16298884	16318884	28	20000	+
CM113546.1	9950789	9970789	29	20000	+
CM113534.1	21210614	21230614	30	20000	+
CM113544.1	15154958	15174958	31	20000	-
CM113530.1	5892014	5912014	32	20000	+
CM113543.1	7209299	7229299	33	20000	+
CM113535.1	17954339	17974339	34	20000	+
CM113542.1	3717383	3737383	35	20000	-
CM113528.1	16550552	16570552	36	20000	-
CM113532.1	20301017	20321017	37	20000	+
CM113527.1	26778798	26798798	38	20000	+
CM113546.1	860861	880861	39	20000	-
CM113527.1	925334	945334	40	20000	-
CM113543.1	7849543	7869543	41	20000	-
CM113542.1	17886447	17906447	42	20000	+
CM113535.1	9682773	9702773	43	20000	-
CM113536.1	4458555	4478555	44	20000	-
CM113543.1	12620063	12640063	45	20000	-
CM113536.1	15991339	16011339	46	20000	-
CM113527.1	8295681	8315681	47	20000	-
CM113538.1	1515807	1535807	48	20000	+
CM113547.1	6116839	6136839	49	20000	-
CM113527.1	1398936	1418936	50	20000	+
CM113529.1	12927650	12947650	51	20000	-
CM113529.1	6542676	6562676	52	20000	-
CM113546.1	13500652	13520652	53	20000	-
CM113540.1	1754960	1774960	54	20000	+
CM113528.1	3232290	3252290	55	20000	-
