CM113530.1	17056497	17076497	1	20000	-
CM113541.1	21231595	21251595	2	20000	+
CM113534.1	68525	88525	3	20000	-
CM113545.1	20719804	20739804	4	20000	-
CM113527.1	24079902	24099902	5	20000	+
CM113543.1	20776163	20796163	6	20000	+
CM113537.1	9653827	9673827	7	20000	-
CM113532.1	6303407	6323407	8	20000	-
CM113531.1	2257677	2277677	9	20000	-
CM113533.1	1365974	1385974	10	20000	+
CM113527.1	20319356	20339356	11	20000	-
CM113536.1	463352	483352	12	20000	+
CM113530.1	15244208	15264208	13	20000	+
CM113533.1	38988	58988	14	20000	-
CM113543.1	15773851	15793851	15	20000	+
CM113538.1	7390404	7410404	16	20000	+
CM113544.1	8330353	8350353	17	20000	+
CM113537.1	6915554	6935554	18	20000	-
CM113530.1	19916933	19936933	19	20000	+
CM113546.1	4407169	4427169	20	20000	-
CM113544.1	5620388	5640388	21	20000	-
CM113541.1	835303	855303	22	20000	+
CM113538.1	17747256	17767256	23	20000	-
CM113545.1	1105290	1125290	24	20000	+
CM113538.1	4083995	4103995	25	20000	-
CM113529.1	19947293	19967293	26	20000	-
CM113533.1	7135444	7155444	27	20000	-
CM113534.1	14387972	14407972	28	20000	+
CM113537.1	3395791	3415791	29	20000	+
CM113540.1	10846414	10866414	30	20000	+
CM113529.1	1300003	1320003	31	20000	-
CM113539.1	3372069	3392069	32	20000	-
CM113547.1	15119066	15139066	33	20000	+
CM113538.1	33755303	33775303	34	20000	-
CM113547.1	1987533	2007533	35	20000	-
CM113539.1	7818794	7838794	36	20000	+
CM113536.1	8028049	8048049	37	20000	+
CM113538.1	24182330	24202330	38	20000	+
CM113541.1	9942997	9962997	39	20000	+
CM113542.1	6601518	6621518	40	20000	-
CM113539.1	24016643	24036643	41	20000	-
CM113541.1	12693909	12713909	42	20000	+
CM113530.1	13583543	13603543	43	20000	-
CM113535.1	13141069	13161069	44	20000	-
CM113531.1	13899828	13919828	45	20000	+
CM113528.1	11581889	11601889	46	20000	-
CM113544.1	10327581	10347581	47	20000	+
CM113545.1	9175513	9195513	48	20000	-
CM113547.1	1510087	1530087	49	20000	-
CM113545.1	16309942	16329942	50	20000	-
CM113541.1	13813350	13833350	51	20000	+
CM113537.1	14578280	14598280	52	20000	-
CM113541.1	20523442	20543442	53	20000	-
CM113531.1	4271598	4291598	54	20000	+
CM113538.1	34934674	34954674	55	20000	+
CM113546.1	4343075	4363075	56	20000	-
CM113542.1	8412472	8432472	57	20000	+
CM113538.1	10340152	10360152	58	20000	+
CM113532.1	8973684	8993684	59	20000	+
CM113529.1	2543317	2563317	60	20000	+
CM113533.1	7456328	7476328	61	20000	-
CM113542.1	922635	942635	62	20000	-
CM113546.1	8262909	8282909	63	20000	-
CM113542.1	11618354	11638354	64	20000	+
CM113545.1	18519781	18539781	65	20000	+
CM113529.1	3913219	3933219	66	20000	-
CM113528.1	13120912	13140912	67	20000	+
CM113546.1	4772977	4792977	68	20000	-
CM113539.1	24161886	24181886	69	20000	+
CM113529.1	17994350	18014350	70	20000	-
CM113542.1	20146403	20166403	71	20000	-
CM113535.1	16037495	16057495	72	20000	-
CM113544.1	7500954	7520954	73	20000	-
CM113529.1	3710860	3730860	74	20000	+
CM113540.1	5898181	5918181	75	20000	+
CM113542.1	18456180	18476180	76	20000	-
CM113535.1	20249474	20269474	77	20000	+
CM113547.1	2439877	2459877	78	20000	-
CM113530.1	16914752	16934752	79	20000	-
CM113527.1	4141870	4161870	80	20000	+
CM113530.1	22051878	22071878	81	20000	+
CM113546.1	11147835	11167835	82	20000	+
CM113544.1	15310199	15330199	83	20000	+
CM113537.1	8502174	8522174	84	20000	+
CM113529.1	18571973	18591973	85	20000	+
CM113535.1	15438193	15458193	86	20000	+
CM113530.1	8803214	8823214	87	20000	+
CM113539.1	21286687	21306687	88	20000	-
