CM113534.1	2079061	2099061	1	20000	+
CM113538.1	26248776	26268776	2	20000	+
CM113538.1	8363693	8383693	3	20000	-
CM113528.1	5551870	5571870	4	20000	+
CM113532.1	8480737	8500737	5	20000	-
CM113544.1	16287649	16307649	6	20000	-
CM113534.1	15488730	15508730	7	20000	-
CM113545.1	16725449	16745449	8	20000	-
CM113527.1	3264492	3284492	9	20000	-
CM113538.1	30140375	30160375	10	20000	-
CM113527.1	9469763	9489763	11	20000	-
CM113530.1	28174963	28194963	12	20000	+
CM113544.1	8699200	8719200	13	20000	-
CM113527.1	1589730	1609730	14	20000	+
CM113535.1	6116160	6136160	15	20000	+
CM113532.1	1244489	1264489	16	20000	-
CM113531.1	14372425	14392425	17	20000	+
CM113547.1	16263908	16283908	18	20000	-
CM113539.1	19610101	19630101	19	20000	+
CM113538.1	27404913	27424913	20	20000	-
CM113542.1	3470184	3490184	21	20000	+
CM113543.1	1251691	1271691	22	20000	-
CM113531.1	14481451	14501451	23	20000	+
CM113538.1	939749	959749	24	20000	+
CM113547.1	11617459	11637459	25	20000	-
CM113528.1	11808332	11828332	26	20000	+
CM113535.1	19143064	19163064	27	20000	+
CM113530.1	32360953	32380953	28	20000	+
CM113542.1	13845240	13865240	29	20000	-
CM113533.1	2252474	2272474	30	20000	+
CM113544.1	15561284	15581284	31	20000	-
CM113545.1	6624287	6644287	32	20000	-
CM113544.1	4228487	4248487	33	20000	-
CM113545.1	20202346	20222346	34	20000	+
CM113541.1	14487630	14507630	35	20000	+
CM113547.1	17562990	17582990	36	20000	+
CM113535.1	4990485	5010485	37	20000	+
CM113546.1	17666422	17686422	38	20000	+
CM113532.1	20461365	20481365	39	20000	-
CM113529.1	6360082	6380082	40	20000	-
CM113539.1	8126547	8146547	41	20000	+
CM113527.1	14102927	14122927	42	20000	-
CM113530.1	9367321	9387321	43	20000	-
CM113537.1	4773488	4793488	44	20000	-
CM113547.1	7934552	7954552	45	20000	-
CM113534.1	9838248	9858248	46	20000	-
CM113540.1	4794979	4814979	47	20000	+
CM113529.1	17284218	17304218	48	20000	-
CM113538.1	17387143	17407143	49	20000	+
CM113541.1	8776143	8796143	50	20000	+
CM113545.1	1212411	1232411	51	20000	-
CM113535.1	16985096	17005096	52	20000	-
CM113528.1	13337401	13357401	53	20000	+
CM113538.1	6900183	6920183	54	20000	-
CM113536.1	13592325	13612325	55	20000	+
CM113528.1	7953211	7973211	56	20000	-
CM113529.1	8695173	8715173	57	20000	-
CM113534.1	11715203	11735203	58	20000	+
CM113544.1	15053890	15073890	59	20000	-
CM113542.1	3380757	3400757	60	20000	-
CM113544.1	2560952	2580952	61	20000	+
CM113537.1	740506	760506	62	20000	+
CM113537.1	7569747	7589747	63	20000	-
CM113545.1	6419296	6439296	64	20000	-
CM113546.1	17448272	17468272	65	20000	-
CM113536.1	6302380	6322380	66	20000	+
CM113542.1	14857398	14877398	67	20000	-
CM113543.1	9372616	9392616	68	20000	+
CM113527.1	19482619	19502619	69	20000	-
CM113535.1	18177847	18197847	70	20000	-
CM113531.1	7745173	7765173	71	20000	-
CM113542.1	5996054	6016054	72	20000	-
CM113539.1	15799261	15819261	73	20000	+
CM113538.1	12554106	12574106	74	20000	-
CM113547.1	10314263	10334263	75	20000	-
CM113543.1	20722783	20742783	76	20000	-
CM113533.1	14346322	14366322	77	20000	+
CM113532.1	4975040	4995040	78	20000	-
CM113538.1	7774588	7794588	79	20000	+
CM113541.1	11515643	11535643	80	20000	-
CM113546.1	6902779	6922779	81	20000	+
CM113540.1	17601965	17621965	82	20000	-
CM113540.1	7611599	7631599	83	20000	-
CM113544.1	12046019	12066019	84	20000	+
CM113532.1	10550279	10570279	85	20000	-
CM113539.1	23161094	23181094	86	20000	+
CM113529.1	14517451	14537451	87	20000	+
CM113537.1	13030623	13050623	88	20000	-
CM113534.1	21851746	21871746	89	20000	+
CM113527.1	12150758	12170758	90	20000	+
CM113542.1	6616480	6636480	91	20000	-
CM113529.1	20551245	20571245	92	20000	+
CM113531.1	2061076	2081076	93	20000	-
CM113546.1	16174043	16194043	94	20000	+
CM113528.1	3061812	3081812	95	20000	+
CM113540.1	8284394	8304394	96	20000	-
CM113539.1	25526097	25546097	97	20000	-
CM113534.1	16044949	16064949	98	20000	+
CM113532.1	13031917	13051917	99	20000	+
CM113545.1	11725641	11745641	100	20000	-
CM113529.1	4576983	4596983	101	20000	+
CM113546.1	16888261	16908261	102	20000	-
CM113533.1	16153723	16173723	103	20000	+
CM113534.1	6156812	6176812	104	20000	-
CM113535.1	16592678	16612678	105	20000	-
CM113540.1	752645	772645	106	20000	-
CM113530.1	4224235	4244235	107	20000	-
CM113539.1	10527553	10547553	108	20000	-
CM113527.1	5879143	5899143	109	20000	+
CM113543.1	14839319	14859319	110	20000	+
CM113532.1	1996284	2016284	111	20000	+
CM113546.1	17465489	17485489	112	20000	-
CM113537.1	2896601	2916601	113	20000	+
CM113547.1	9722509	9742509	114	20000	-
CM113538.1	13655483	13675483	115	20000	-
CM113538.1	30818603	30838603	116	20000	+
CM113537.1	13109313	13129313	117	20000	+
CM113538.1	16905265	16925265	118	20000	+
CM113544.1	17029447	17049447	119	20000	+
CM113537.1	3322478	3342478	120	20000	-
CM113537.1	17711935	17731935	121	20000	+
CM113529.1	13916618	13936618	122	20000	+
CM113538.1	12291482	12311482	123	20000	+
CM113543.1	7934934	7954934	124	20000	+
CM113532.1	1959460	1979460	125	20000	+
CM113543.1	18572611	18592611	126	20000	+
CM113538.1	17532785	17552785	127	20000	-
CM113545.1	3335312	3355312	128	20000	+
CM113529.1	8232761	8252761	129	20000	+
CM113547.1	3396999	3416999	130	20000	+
CM113536.1	3582932	3602932	131	20000	-
CM113533.1	13370993	13390993	132	20000	-
CM113536.1	13162852	13182852	133	20000	-
CM113529.1	5126306	5146306	134	20000	-
CM113547.1	4375279	4395279	135	20000	-
CM113535.1	3415308	3435308	136	20000	-
CM113539.1	11069537	11089537	137	20000	+
CM113542.1	6732460	6752460	138	20000	+
CM113528.1	2542199	2562199	139	20000	-
CM113541.1	11802522	11822522	140	20000	+
CM113543.1	16796706	16816706	141	20000	+
CM113531.1	12943319	12963319	142	20000	+
CM113538.1	15944088	15964088	143	20000	-
CM113537.1	13636880	13656880	144	20000	-
CM113527.1	14287602	14307602	145	20000	-
CM113528.1	563985	583985	146	20000	-
CM113529.1	20266781	20286781	147	20000	+
CM113539.1	25549122	25569122	148	20000	+
CM113534.1	17296123	17316123	149	20000	-
CM113546.1	8491598	8511598	150	20000	+
CM113531.1	14803058	14823058	151	20000	-
CM113527.1	4873423	4893423	152	20000	+
CM113527.1	27830335	27850335	153	20000	-
CM113529.1	5293916	5313916	154	20000	+
CM113529.1	8357865	8377865	155	20000	-
CM113527.1	28968779	28988779	156	20000	+
