CM113541.1	117884	137884	1	20000	-
CM113542.1	1858051	1878051	2	20000	-
CM113536.1	9818425	9838425	3	20000	+
CM113537.1	9967417	9987417	4	20000	+
CM113528.1	9030437	9050437	5	20000	-
CM113535.1	16122394	16142394	6	20000	-
CM113541.1	4743590	4763590	7	20000	+
CM113542.1	7943787	7963787	8	20000	+
CM113538.1	12638175	12658175	9	20000	-
CM113534.1	12250586	12270586	10	20000	-
CM113543.1	10284908	10304908	11	20000	-
CM113529.1	484229	504229	12	20000	+
CM113527.1	13368873	13388873	13	20000	+
CM113532.1	10890543	10910543	14	20000	-
CM113530.1	15652421	15672421	15	20000	-
CM113538.1	16536892	16556892	16	20000	+
CM113539.1	11052665	11072665	17	20000	+
CM113540.1	6138721	6158721	18	20000	-
CM113533.1	8297468	8317468	19	20000	+
CM113546.1	18360297	18380297	20	20000	+
CM113546.1	17862039	17882039	21	20000	+
CM113533.1	17973376	17993376	22	20000	-
CM113542.1	18299693	18319693	23	20000	+
CM113532.1	19165856	19185856	24	20000	+
CM113528.1	1918891	1938891	25	20000	+
CM113538.1	23594512	23614512	26	20000	-
CM113529.1	16932309	16952309	27	20000	+
CM113531.1	14400320	14420320	28	20000	+
CM113535.1	19377698	19397698	29	20000	-
CM113538.1	21758645	21778645	30	20000	-
CM113541.1	1763472	1783472	31	20000	-
CM113534.1	13865069	13885069	32	20000	-
CM113536.1	16483088	16503088	33	20000	-
CM113544.1	8870884	8890884	34	20000	-
CM113539.1	14686274	14706274	35	20000	-
CM113530.1	33570653	33590653	36	20000	-
CM113539.1	25032272	25052272	37	20000	-
CM113542.1	2865132	2885132	38	20000	-
CM113529.1	1280154	1300154	39	20000	-
CM113538.1	2599516	2619516	40	20000	+
CM113529.1	544169	564169	41	20000	-
CM113532.1	20731145	20751145	42	20000	+
CM113527.1	24216068	24236068	43	20000	+
CM113545.1	17368619	17388619	44	20000	-
CM113538.1	2729002	2749002	45	20000	+
CM113538.1	1057146	1077146	46	20000	+
CM113530.1	3204513	3224513	47	20000	+
CM113528.1	20136558	20156558	48	20000	+
CM113538.1	15838137	15858137	49	20000	-
CM113538.1	12004522	12024522	50	20000	+
CM113535.1	19146351	19166351	51	20000	+
CM113535.1	11268726	11288726	52	20000	+
CM113529.1	12435303	12455303	53	20000	+
CM113538.1	31071368	31091368	54	20000	-
CM113530.1	10324510	10344510	55	20000	+
CM113547.1	9527902	9547902	56	20000	-
CM113541.1	11162726	11182726	57	20000	+
CM113529.1	19871734	19891734	58	20000	+
CM113537.1	11224742	11244742	59	20000	-
CM113532.1	9943342	9963342	60	20000	-
CM113530.1	25781977	25801977	61	20000	-
CM113545.1	14590405	14610405	62	20000	-
CM113528.1	2525239	2545239	63	20000	-
CM113540.1	9317323	9337323	64	20000	+
CM113535.1	16450977	16470977	65	20000	+
CM113538.1	31834994	31854994	66	20000	+
CM113541.1	17106641	17126641	67	20000	+
CM113539.1	25281468	25301468	68	20000	+
CM113535.1	17665749	17685749	69	20000	+
CM113539.1	7338789	7358789	70	20000	-
CM113527.1	4215175	4235175	71	20000	+
CM113530.1	21569061	21589061	72	20000	+
CM113535.1	1291851	1311851	73	20000	+
CM113530.1	2576930	2596930	74	20000	-
CM113532.1	18019968	18039968	75	20000	+
CM113543.1	2725758	2745758	76	20000	-
CM113539.1	13218036	13238036	77	20000	+
CM113544.1	16687331	16707331	78	20000	-
CM113527.1	667376	687376	79	20000	-
CM113542.1	6385160	6405160	80	20000	-
CM113531.1	6073443	6093443	81	20000	-
CM113533.1	7262782	7282782	82	20000	-
CM113529.1	3382779	3402779	83	20000	+
CM113538.1	10487347	10507347	84	20000	-
CM113541.1	14100516	14120516	85	20000	-
CM113547.1	11392173	11412173	86	20000	+
CM113546.1	6107379	6127379	87	20000	-
CM113545.1	3168736	3188736	88	20000	+
CM113528.1	20867193	20887193	89	20000	-
CM113542.1	6215130	6235130	90	20000	+
CM113546.1	14608248	14628248	91	20000	-
CM113545.1	16635759	16655759	92	20000	-
CM113530.1	34608294	34628294	93	20000	+
CM113543.1	17738363	17758363	94	20000	-
CM113527.1	22220076	22240076	95	20000	+
CM113538.1	2775722	2795722	96	20000	+
CM113546.1	10593224	10613224	97	20000	+
CM113545.1	19773193	19793193	98	20000	+
CM113535.1	13536829	13556829	99	20000	+
CM113531.1	13045069	13065069	100	20000	-
CM113532.1	3903610	3923610	101	20000	-
CM113528.1	7900896	7920896	102	20000	+
CM113545.1	17382803	17402803	103	20000	+
CM113547.1	16699814	16719814	104	20000	+
CM113540.1	15548460	15568460	105	20000	+
CM113530.1	25555545	25575545	106	20000	+
CM113545.1	11197484	11217484	107	20000	+
CM113534.1	15558274	15578274	108	20000	+
CM113538.1	3390801	3410801	109	20000	-
CM113541.1	19066333	19086333	110	20000	+
CM113534.1	11635540	11655540	111	20000	-
CM113542.1	12858300	12878300	112	20000	-
CM113529.1	1246815	1266815	113	20000	+
CM113530.1	25336485	25356485	114	20000	+
CM113539.1	8684830	8704830	115	20000	+
CM113546.1	19074186	19094186	116	20000	-
CM113529.1	19540171	19560171	117	20000	+
CM113535.1	18332167	18352167	118	20000	+
CM113528.1	23364544	23384544	119	20000	+
CM113538.1	26912059	26932059	120	20000	-
CM113532.1	5836547	5856547	121	20000	+
CM113543.1	8999674	9019674	122	20000	+
CM113530.1	7535725	7555725	123	20000	+
CM113537.1	9516847	9536847	124	20000	-
CM113545.1	5376680	5396680	125	20000	-
CM113530.1	2901082	2921082	126	20000	-
CM113537.1	10622521	10642521	127	20000	-
CM113542.1	7703362	7723362	128	20000	-
CM113538.1	11555883	11575883	129	20000	+
CM113547.1	1709266	1729266	130	20000	+
CM113530.1	10420149	10440149	131	20000	+
CM113529.1	5523592	5543592	132	20000	+
CM113538.1	27889025	27909025	133	20000	+
CM113529.1	14558589	14578589	134	20000	+
CM113543.1	10876703	10896703	135	20000	+
CM113528.1	4304531	4324531	136	20000	+
CM113541.1	3186954	3206954	137	20000	-
CM113544.1	8449802	8469802	138	20000	+
CM113529.1	4228999	4248999	139	20000	-
CM113546.1	12328671	12348671	140	20000	+
CM113542.1	4172927	4192927	141	20000	-
CM113535.1	1916620	1936620	142	20000	+
CM113534.1	3215798	3235798	143	20000	+
CM113539.1	4291761	4311761	144	20000	+
CM113543.1	23071502	23091502	145	20000	-
CM113543.1	10441774	10461774	146	20000	-
CM113547.1	11674409	11694409	147	20000	+
CM113527.1	2998907	3018907	148	20000	+
CM113529.1	20819773	20839773	149	20000	-
CM113544.1	3829550	3849550	150	20000	+
CM113539.1	25508876	25528876	151	20000	-
CM113547.1	11692357	11712357	152	20000	-
CM113538.1	22759480	22779480	153	20000	+
CM113545.1	14324223	14344223	154	20000	+
CM113529.1	8313496	8333496	155	20000	-
CM113539.1	20348884	20368884	156	20000	+
CM113534.1	9901339	9921339	157	20000	+
CM113545.1	7177062	7197062	158	20000	-
CM113527.1	5159231	5179231	159	20000	+
CM113529.1	17167767	17187767	160	20000	-
CM113528.1	7586623	7606623	161	20000	-
CM113539.1	16658317	16678317	162	20000	-
CM113536.1	13733983	13753983	163	20000	+
CM113534.1	15080375	15100375	164	20000	+
CM113535.1	17341993	17361993	165	20000	-
CM113529.1	282811	302811	166	20000	-
CM113536.1	15412350	15432350	167	20000	-
CM113547.1	2416576	2436576	168	20000	-
CM113539.1	1923980	1943980	169	20000	-
CM113540.1	492830	512830	170	20000	+
CM113545.1	7101933	7121933	171	20000	-
CM113528.1	3214524	3234524	172	20000	-
CM113532.1	15170854	15190854	173	20000	+
CM113532.1	9333828	9353828	174	20000	+
CM113539.1	11485794	11505794	175	20000	-
CM113538.1	11973055	11993055	176	20000	+
CM113544.1	6591286	6611286	177	20000	+
CM113538.1	35140375	35160375	178	20000	-
CM113538.1	24705461	24725461	179	20000	-
CM113537.1	15965960	15985960	180	20000	-
CM113535.1	8691309	8711309	181	20000	-
CM113528.1	14060211	14080211	182	20000	+
CM113540.1	11460521	11480521	183	20000	-
CM113528.1	3209738	3229738	184	20000	-
CM113539.1	13383912	13403912	185	20000	-
CM113527.1	14957078	14977078	186	20000	+
CM113542.1	546794	566794	187	20000	-
CM113530.1	4517886	4537886	188	20000	-
CM113527.1	18077611	18097611	189	20000	-
CM113532.1	1254246	1274246	190	20000	-
CM113529.1	20353903	20373903	191	20000	+
CM113530.1	6693820	6713820	192	20000	-
CM113540.1	13722237	13742237	193	20000	+
CM113539.1	24008788	24028788	194	20000	-
CM113531.1	16380220	16400220	195	20000	-
CM113543.1	21324792	21344792	196	20000	+
CM113534.1	16330149	16350149	197	20000	+
