CM113538.1	20633840	20653840	1	20000	+
CM113540.1	5341680	5361680	2	20000	+
CM113537.1	4863056	4883056	3	20000	+
CM113545.1	4655318	4675318	4	20000	-
CM113547.1	9508413	9528413	5	20000	-
CM113538.1	7956582	7976582	6	20000	+
CM113539.1	15542178	15562178	7	20000	-
CM113532.1	6186448	6206448	8	20000	+
CM113545.1	1379470	1399470	9	20000	-
CM113542.1	20290788	20310788	10	20000	+
CM113540.1	1193844	1213844	11	20000	-
CM113527.1	13882811	13902811	12	20000	-
CM113540.1	8278121	8298121	13	20000	+
CM113530.1	34285831	34305831	14	20000	+
CM113535.1	7796312	7816312	15	20000	-
CM113539.1	15148850	15168850	16	20000	-
CM113530.1	2323183	2343183	17	20000	+
CM113541.1	13405211	13425211	18	20000	+
CM113538.1	25261500	25281500	19	20000	-
CM113527.1	6497730	6517730	20	20000	+
CM113543.1	9166839	9186839	21	20000	+
CM113540.1	2178743	2198743	22	20000	+
CM113533.1	13398305	13418305	23	20000	-
CM113534.1	16842470	16862470	24	20000	+
CM113543.1	14051711	14071711	25	20000	-
CM113531.1	802790	822790	26	20000	-
CM113529.1	1067411	1087411	27	20000	+
CM113532.1	16002699	16022699	28	20000	+
CM113537.1	12058169	12078169	29	20000	-
CM113538.1	27623834	27643834	30	20000	-
CM113527.1	27727669	27747669	31	20000	-
CM113547.1	14441678	14461678	32	20000	+
CM113546.1	17948213	17968213	33	20000	+
CM113528.1	21715925	21735925	34	20000	+
CM113541.1	15201941	15221941	35	20000	+
CM113529.1	17156863	17176863	36	20000	+
CM113544.1	8807482	8827482	37	20000	+
CM113545.1	6357819	6377819	38	20000	-
CM113538.1	26602460	26622460	39	20000	-
CM113544.1	11417144	11437144	40	20000	-
CM113532.1	16547053	16567053	41	20000	+
CM113535.1	4721826	4741826	42	20000	-
CM113543.1	20424662	20444662	43	20000	+
CM113538.1	27757896	27777896	44	20000	-
CM113534.1	16887544	16907544	45	20000	+
CM113539.1	19755485	19775485	46	20000	-
CM113531.1	12985507	13005507	47	20000	-
CM113545.1	7916144	7936144	48	20000	-
CM113547.1	2799862	2819862	49	20000	-
CM113533.1	4322118	4342118	50	20000	-
CM113535.1	12543180	12563180	51	20000	-
CM113547.1	4832203	4852203	52	20000	+
CM113535.1	1724713	1744713	53	20000	+
CM113527.1	18849491	18869491	54	20000	+
CM113532.1	5687074	5707074	55	20000	+
CM113542.1	4329578	4349578	56	20000	+
CM113533.1	13902233	13922233	57	20000	-
CM113547.1	1527522	1547522	58	20000	+
CM113532.1	9888340	9908340	59	20000	-
CM113529.1	7628657	7648657	60	20000	-
CM113538.1	36614641	36634641	61	20000	-
CM113547.1	11113216	11133216	62	20000	-
CM113530.1	4396347	4416347	63	20000	+
CM113538.1	6755954	6775954	64	20000	-
CM113541.1	13411759	13431759	65	20000	+
CM113531.1	3667504	3687504	66	20000	+
CM113547.1	17702890	17722890	67	20000	-
CM113530.1	20168777	20188777	68	20000	-
CM113544.1	4416098	4436098	69	20000	+
CM113536.1	13046410	13066410	70	20000	-
CM113531.1	11377539	11397539	71	20000	-
CM113540.1	3048748	3068748	72	20000	-
CM113530.1	27356969	27376969	73	20000	+
CM113543.1	22583942	22603942	74	20000	+
CM113547.1	9489407	9509407	75	20000	-
CM113538.1	2546337	2566337	76	20000	-
CM113539.1	24909663	24929663	77	20000	+
CM113546.1	818054	838054	78	20000	-
CM113537.1	19498059	19518059	79	20000	+
CM113547.1	6748097	6768097	80	20000	+
CM113546.1	3887098	3907098	81	20000	-
CM113542.1	17624207	17644207	82	20000	+
CM113527.1	11655910	11675910	83	20000	-
CM113545.1	16652035	16672035	84	20000	-
CM113537.1	16532295	16552295	85	20000	-
CM113530.1	10429053	10449053	86	20000	-
CM113532.1	6731275	6751275	87	20000	-
CM113528.1	2453620	2473620	88	20000	+
CM113538.1	10896084	10916084	89	20000	+
CM113538.1	18509172	18529172	90	20000	-
CM113545.1	3570263	3590263	91	20000	+
CM113528.1	3843125	3863125	92	20000	-
CM113539.1	19994429	20014429	93	20000	+
CM113539.1	9383440	9403440	94	20000	+
CM113533.1	4472486	4492486	95	20000	+
CM113545.1	3537144	3557144	96	20000	+
CM113532.1	5323034	5343034	97	20000	-
CM113535.1	21882488	21902488	98	20000	+
CM113530.1	26124260	26144260	99	20000	-
CM113529.1	7010014	7030014	100	20000	+
CM113537.1	14749050	14769050	101	20000	+
CM113542.1	5762580	5782580	102	20000	-
CM113532.1	20046572	20066572	103	20000	+
CM113541.1	1910672	1930672	104	20000	+
CM113541.1	10525813	10545813	105	20000	-
CM113544.1	8192451	8212451	106	20000	+
CM113528.1	15095472	15115472	107	20000	-
CM113527.1	2320209	2340209	108	20000	-
CM113545.1	17146036	17166036	109	20000	+
CM113541.1	14719883	14739883	110	20000	+
CM113529.1	17484461	17504461	111	20000	-
CM113531.1	15427452	15447452	112	20000	-
CM113538.1	18864155	18884155	113	20000	+
CM113535.1	4712635	4732635	114	20000	+
CM113538.1	29213003	29233003	115	20000	-
CM113539.1	17241590	17261590	116	20000	-
CM113537.1	8704397	8724397	117	20000	+
CM113538.1	14402960	14422960	118	20000	+
CM113542.1	7748088	7768088	119	20000	+
CM113531.1	5627624	5647624	120	20000	+
CM113538.1	22734542	22754542	121	20000	+
CM113542.1	18333386	18353386	122	20000	-
CM113527.1	28728597	28748597	123	20000	-
CM113535.1	19654490	19674490	124	20000	-
CM113547.1	11641563	11661563	125	20000	+
CM113527.1	7739946	7759946	126	20000	-
CM113533.1	321085	341085	127	20000	+
CM113530.1	9291016	9311016	128	20000	-
CM113541.1	1774666	1794666	129	20000	-
CM113542.1	3922413	3942413	130	20000	+
CM113543.1	6163351	6183351	131	20000	+
CM113528.1	2651263	2671263	132	20000	+
CM113534.1	4336809	4356809	133	20000	+
CM113533.1	1414987	1434987	134	20000	-
CM113530.1	15181017	15201017	135	20000	+
CM113540.1	12793129	12813129	136	20000	+
CM113529.1	5131065	5151065	137	20000	-
CM113534.1	20309242	20329242	138	20000	-
CM113536.1	1935596	1955596	139	20000	-
CM113543.1	3896756	3916756	140	20000	+
CM113541.1	17290586	17310586	141	20000	+
CM113543.1	21006283	21026283	142	20000	-
CM113545.1	10535718	10555718	143	20000	-
CM113536.1	16709364	16729364	144	20000	-
CM113531.1	12876029	12896029	145	20000	+
CM113534.1	5451487	5471487	146	20000	+
CM113536.1	6832655	6852655	147	20000	-
CM113531.1	3021100	3041100	148	20000	+
CM113540.1	14017020	14037020	149	20000	-
CM113536.1	1023403	1043403	150	20000	-
CM113533.1	3074678	3094678	151	20000	-
CM113547.1	8357781	8377781	152	20000	+
CM113530.1	7963581	7983581	153	20000	+
CM113542.1	4195259	4215259	154	20000	-
CM113545.1	6572280	6592280	155	20000	+
CM113535.1	2966800	2986800	156	20000	+
CM113535.1	7369509	7389509	157	20000	-
CM113528.1	21291195	21311195	158	20000	+
CM113530.1	8352045	8372045	159	20000	-
CM113546.1	21119027	21139027	160	20000	-
CM113528.1	22479485	22499485	161	20000	-
CM113530.1	22240038	22260038	162	20000	-
CM113537.1	15828788	15848788	163	20000	-
CM113532.1	4658641	4678641	164	20000	+
CM113533.1	532396	552396	165	20000	-
CM113541.1	15569430	15589430	166	20000	-
CM113539.1	5460191	5480191	167	20000	-
CM113530.1	15515484	15535484	168	20000	+
CM113545.1	19756488	19776488	169	20000	-
CM113528.1	7600232	7620232	170	20000	+
CM113542.1	17365696	17385696	171	20000	+
CM113533.1	6865401	6885401	172	20000	-
CM113535.1	11168146	11188146	173	20000	+
CM113539.1	16867375	16887375	174	20000	-
CM113532.1	14895528	14915528	175	20000	-
CM113543.1	16274328	16294328	176	20000	-
CM113546.1	9199431	9219431	177	20000	-
CM113530.1	19168529	19188529	178	20000	+
CM113529.1	1435969	1455969	179	20000	+
CM113537.1	5939134	5959134	180	20000	-
CM113533.1	17474412	17494412	181	20000	-
CM113528.1	22334598	22354598	182	20000	-
CM113541.1	21464929	21484929	183	20000	+
CM113530.1	4416223	4436223	184	20000	+
CM113531.1	77861	97861	185	20000	+
CM113538.1	13062920	13082920	186	20000	-
CM113535.1	5078162	5098162	187	20000	-
CM113532.1	13102869	13122869	188	20000	+
CM113545.1	14171062	14191062	189	20000	+
CM113530.1	29074850	29094850	190	20000	-
CM113542.1	12350657	12370657	191	20000	-
CM113538.1	27094723	27114723	192	20000	+
CM113538.1	11104745	11124745	193	20000	+
CM113542.1	3180605	3200605	194	20000	+
CM113545.1	18546390	18566390	195	20000	+
CM113529.1	20615425	20635425	196	20000	+
CM113536.1	10497769	10517769	197	20000	-
CM113535.1	14259678	14279678	198	20000	-
CM113528.1	12467815	12487815	199	20000	-
CM113529.1	9819905	9839905	200	20000	+
CM113533.1	13838047	13858047	201	20000	+
CM113534.1	5058542	5078542	202	20000	-
CM113529.1	20933898	20953898	203	20000	+
CM113539.1	4424593	4444593	204	20000	+
CM113543.1	11563098	11583098	205	20000	+
CM113538.1	2488119	2508119	206	20000	+
CM113529.1	6889780	6909780	207	20000	+
CM113531.1	1198358	1218358	208	20000	-
CM113538.1	32457324	32477324	209	20000	+
CM113530.1	27389497	27409497	210	20000	-
CM113541.1	3237054	3257054	211	20000	+
CM113528.1	2675715	2695715	212	20000	-
CM113540.1	3724259	3744259	213	20000	+
CM113546.1	3769984	3789984	214	20000	-
CM113537.1	17387219	17407219	215	20000	-
CM113540.1	5197814	5217814	216	20000	+
CM113527.1	16665177	16685177	217	20000	+
