CM113535.1	9968158	9988158	1	20000	+
CM113538.1	20894178	20914178	2	20000	+
CM113535.1	22317105	22337105	3	20000	-
CM113530.1	22164329	22184329	4	20000	+
CM113541.1	9286152	9306152	5	20000	+
CM113537.1	3980147	4000147	6	20000	+
CM113528.1	11989760	12009760	7	20000	-
CM113534.1	3618828	3638828	8	20000	+
CM113528.1	2377995	2397995	9	20000	-
CM113527.1	10884031	10904031	10	20000	+
CM113540.1	12841429	12861429	11	20000	+
CM113545.1	2614103	2634103	12	20000	+
CM113543.1	9311991	9331991	13	20000	+
CM113542.1	2275973	2295973	14	20000	-
CM113546.1	12874135	12894135	15	20000	+
CM113531.1	5440112	5460112	16	20000	+
CM113536.1	5522168	5542168	17	20000	-
CM113531.1	1487778	1507778	18	20000	-
CM113531.1	14497232	14517232	19	20000	+
CM113531.1	13408758	13428758	20	20000	-
CM113528.1	12704870	12724870	21	20000	-
CM113539.1	5943453	5963453	22	20000	-
CM113527.1	9659647	9679647	23	20000	-
CM113530.1	27708347	27728347	24	20000	+
CM113538.1	24532339	24552339	25	20000	-
CM113537.1	8641113	8661113	26	20000	-
CM113536.1	4181873	4201873	27	20000	-
CM113537.1	5598172	5618172	28	20000	-
CM113535.1	6511244	6531244	29	20000	-
CM113535.1	7738871	7758871	30	20000	-
CM113528.1	23922392	23942392	31	20000	+
CM113533.1	3241270	3261270	32	20000	+
CM113545.1	2738470	2758470	33	20000	-
CM113534.1	12955306	12975306	34	20000	-
CM113541.1	16266573	16286573	35	20000	-
CM113546.1	17334537	17354537	36	20000	+
CM113532.1	2013941	2033941	37	20000	-
CM113541.1	3179680	3199680	38	20000	-
CM113543.1	19554179	19574179	39	20000	+
CM113530.1	13181685	13201685	40	20000	+
CM113547.1	6705461	6725461	41	20000	+
CM113539.1	19451054	19471054	42	20000	-
CM113534.1	8508945	8528945	43	20000	+
CM113530.1	6542040	6562040	44	20000	+
CM113529.1	9509309	9529309	45	20000	+
CM113541.1	9984987	10004987	46	20000	+
CM113540.1	10312958	10332958	47	20000	-
CM113545.1	2544055	2564055	48	20000	-
CM113546.1	11492478	11512478	49	20000	-
CM113546.1	11010204	11030204	50	20000	-
CM113546.1	20389708	20409708	51	20000	+
CM113533.1	10146585	10166585	52	20000	+
CM113545.1	2671322	2691322	53	20000	+
CM113532.1	12658429	12678429	54	20000	-
CM113537.1	7811036	7831036	55	20000	+
CM113538.1	23036528	23056528	56	20000	+
CM113530.1	8763722	8783722	57	20000	+
CM113531.1	2834807	2854807	58	20000	+
CM113531.1	2279543	2299543	59	20000	+
CM113538.1	26031405	26051405	60	20000	-
CM113533.1	2556896	2576896	61	20000	+
CM113536.1	4113729	4133729	62	20000	+
CM113531.1	819854	839854	63	20000	+
CM113532.1	18973635	18993635	64	20000	+
CM113535.1	7978150	7998150	65	20000	-
CM113537.1	10290576	10310576	66	20000	-
CM113546.1	22414860	22434860	67	20000	+
CM113530.1	5935280	5955280	68	20000	+
CM113547.1	11822408	11842408	69	20000	+
CM113535.1	21504401	21524401	70	20000	-
CM113543.1	14620732	14640732	71	20000	-
CM113541.1	21193960	21213960	72	20000	+
CM113544.1	553458	573458	73	20000	-
CM113546.1	22089545	22109545	74	20000	+
CM113543.1	5516860	5536860	75	20000	+
CM113537.1	18325920	18345920	76	20000	-
CM113539.1	9489502	9509502	77	20000	+
CM113540.1	12096832	12116832	78	20000	+
CM113539.1	7476712	7496712	79	20000	-
CM113530.1	28580618	28600618	80	20000	-
CM113538.1	8605940	8625940	81	20000	-
CM113527.1	20125132	20145132	82	20000	+
CM113533.1	1193957	1213957	83	20000	-
CM113530.1	16284334	16304334	84	20000	+
CM113533.1	15478538	15498538	85	20000	+
CM113544.1	2254239	2274239	86	20000	+
CM113533.1	134099	154099	87	20000	+
CM113541.1	10369075	10389075	88	20000	-
CM113535.1	11276540	11296540	89	20000	+
CM113546.1	12698550	12718550	90	20000	-
CM113541.1	19277678	19297678	91	20000	+
CM113538.1	32249748	32269748	92	20000	-
CM113546.1	21538686	21558686	93	20000	-
CM113541.1	12347933	12367933	94	20000	+
CM113544.1	8204748	8224748	95	20000	-
CM113528.1	23927547	23947547	96	20000	+
CM113534.1	12630322	12650322	97	20000	+
CM113541.1	18655910	18675910	98	20000	-
CM113547.1	693038	713038	99	20000	-
CM113530.1	22421831	22441831	100	20000	-
CM113541.1	17447001	17467001	101	20000	+
CM113532.1	5063846	5083846	102	20000	+
CM113536.1	2965400	2985400	103	20000	+
CM113538.1	32395997	32415997	104	20000	-
CM113536.1	10163697	10183697	105	20000	-
CM113547.1	15035198	15055198	106	20000	-
CM113531.1	6834508	6854508	107	20000	-
CM113527.1	28528810	28548810	108	20000	+
CM113544.1	12908182	12928182	109	20000	-
CM113530.1	3379971	3399971	110	20000	-
CM113534.1	15141819	15161819	111	20000	+
CM113533.1	1316775	1336775	112	20000	+
CM113545.1	12146005	12166005	113	20000	+
CM113545.1	6386375	6406375	114	20000	-
CM113539.1	23091279	23111279	115	20000	-
CM113532.1	4742950	4762950	116	20000	+
CM113545.1	5503119	5523119	117	20000	+
CM113543.1	20274914	20294914	118	20000	-
CM113534.1	18355907	18375907	119	20000	+
CM113527.1	12379062	12399062	120	20000	+
CM113545.1	9833923	9853923	121	20000	-
CM113535.1	18645170	18665170	122	20000	+
CM113527.1	778219	798219	123	20000	-
CM113539.1	9688973	9708973	124	20000	+
CM113538.1	15561932	15581932	125	20000	+
CM113545.1	6378821	6398821	126	20000	+
CM113539.1	7723191	7743191	127	20000	+
CM113528.1	5124244	5144244	128	20000	+
CM113528.1	6372096	6392096	129	20000	+
CM113529.1	2084741	2104741	130	20000	+
CM113528.1	7606987	7626987	131	20000	-
CM113545.1	17399374	17419374	132	20000	+
CM113541.1	221593	241593	133	20000	+
CM113538.1	21031166	21051166	134	20000	-
CM113536.1	18284477	18304477	135	20000	+
CM113543.1	7844797	7864797	136	20000	-
CM113545.1	19861975	19881975	137	20000	-
CM113530.1	29400621	29420621	138	20000	+
CM113530.1	7751010	7771010	139	20000	+
CM113531.1	4054404	4074404	140	20000	-
CM113547.1	5759099	5779099	141	20000	+
CM113541.1	365747	385747	142	20000	+
CM113544.1	2697198	2717198	143	20000	-
CM113532.1	2916444	2936444	144	20000	+
CM113546.1	18692233	18712233	145	20000	-
CM113542.1	1195601	1215601	146	20000	-
CM113534.1	6918522	6938522	147	20000	-
CM113535.1	856809	876809	148	20000	-
CM113532.1	16008225	16028225	149	20000	-
CM113546.1	7196641	7216641	150	20000	-
CM113538.1	33092400	33112400	151	20000	+
CM113538.1	23763740	23783740	152	20000	-
CM113529.1	3028863	3048863	153	20000	-
CM113546.1	6585114	6605114	154	20000	-
CM113537.1	16497910	16517910	155	20000	-
CM113547.1	673481	693481	156	20000	+
CM113527.1	22104721	22124721	157	20000	-
CM113546.1	14387411	14407411	158	20000	+
CM113541.1	9628962	9648962	159	20000	+
CM113531.1	4357352	4377352	160	20000	+
CM113537.1	8771192	8791192	161	20000	+
CM113539.1	18925754	18945754	162	20000	+
CM113538.1	24759672	24779672	163	20000	+
CM113528.1	5304282	5324282	164	20000	+
CM113532.1	2048591	2068591	165	20000	-
CM113531.1	14837408	14857408	166	20000	-
CM113530.1	1680317	1700317	167	20000	+
CM113538.1	12280349	12300349	168	20000	+
CM113536.1	2986745	3006745	169	20000	-
CM113538.1	22776099	22796099	170	20000	+
CM113547.1	16137593	16157593	171	20000	+
CM113544.1	6672636	6692636	172	20000	-
CM113535.1	13569564	13589564	173	20000	-
CM113539.1	3033031	3053031	174	20000	-
CM113541.1	4115265	4135265	175	20000	+
CM113533.1	759086	779086	176	20000	-
CM113539.1	4942245	4962245	177	20000	-
CM113535.1	10621539	10641539	178	20000	+
CM113530.1	24833160	24853160	179	20000	-
CM113529.1	15489471	15509471	180	20000	+
CM113532.1	20445732	20465732	181	20000	-
CM113530.1	25118153	25138153	182	20000	+
CM113532.1	16551660	16571660	183	20000	-
CM113538.1	20945879	20965879	184	20000	-
CM113547.1	3477465	3497465	185	20000	+
CM113540.1	14053076	14073076	186	20000	-
CM113546.1	17425549	17445549	187	20000	+
CM113528.1	17409673	17429673	188	20000	+
CM113529.1	16280455	16300455	189	20000	-
CM113529.1	2228230	2248230	190	20000	+
CM113541.1	13565627	13585627	191	20000	+
CM113544.1	5638753	5658753	192	20000	-
CM113538.1	1745067	1765067	193	20000	+
CM113538.1	29231827	29251827	194	20000	+
CM113531.1	523123	543123	195	20000	+
CM113541.1	6607670	6627670	196	20000	+
CM113534.1	2819960	2839960	197	20000	+
CM113544.1	10681204	10701204	198	20000	-
CM113543.1	22322152	22342152	199	20000	+
CM113545.1	16260333	16280333	200	20000	+
CM113531.1	11536746	11556746	201	20000	+
CM113538.1	21572849	21592849	202	20000	+
CM113545.1	18021902	18041902	203	20000	+
CM113539.1	20554740	20574740	204	20000	+
CM113538.1	5192824	5212824	205	20000	-
CM113538.1	5762405	5782405	206	20000	+
CM113543.1	434472	454472	207	20000	+
CM113537.1	2185840	2205840	208	20000	-
CM113541.1	10901210	10921210	209	20000	+
CM113528.1	18018152	18038152	210	20000	-
CM113528.1	3991889	4011889	211	20000	+
CM113530.1	29229824	29249824	212	20000	+
CM113538.1	15867638	15887638	213	20000	-
CM113534.1	17370529	17390529	214	20000	-
CM113538.1	20524038	20544038	215	20000	-
CM113527.1	13699626	13719626	216	20000	+
CM113538.1	13780381	13800381	217	20000	+
CM113534.1	12707747	12727747	218	20000	-
CM113539.1	23366727	23386727	219	20000	+
CM113544.1	3273716	3293716	220	20000	-
CM113545.1	6152482	6172482	221	20000	-
CM113532.1	3289717	3309717	222	20000	+
CM113540.1	7139724	7159724	223	20000	+
CM113539.1	13309204	13329204	224	20000	+
CM113547.1	2254014	2274014	225	20000	-
CM113532.1	13208424	13228424	226	20000	+
CM113531.1	8796929	8816929	227	20000	+
CM113542.1	15074802	15094802	228	20000	+
CM113539.1	7108058	7128058	229	20000	+
CM113546.1	21405112	21425112	230	20000	+
CM113545.1	16521077	16541077	231	20000	+
CM113530.1	21793829	21813829	232	20000	-
CM113537.1	9536273	9556273	233	20000	+
CM113529.1	20328120	20348120	234	20000	+
CM113528.1	14306683	14326683	235	20000	+
CM113534.1	21189847	21209847	236	20000	+
CM113530.1	10262468	10282468	237	20000	-
